,0,1,2,3
5209,The Higher Path,2/4/2022,Feb,$0.06
5210,The Higher Path,2/18/2022,Feb,$726.96
5211,The Higher Path,3/2/2022,Mar,($410.00)
5212,The Higher Path,3/23/2022,Mar,$0.06
5213,The Higher Path,4/1/2022,Apr,$984.00
5214,The Higher Path,4/15/2022,Apr,$882.10
5215,The Higher Path,5/11/2022,May,$0.90
5216,The Higher Path,6/1/2022,Jun,"$1,128.00"
5217,The Higher Path,6/29/2022,Jun,"$1,704.00"
5218,The Higher Path,7/13/2022,Jul,$0.05
5219,The Higher Path,7/27/2022,Jul,$0.48
5220,The Higher Path,8/4/2022,Aug,($67.10)
5221,The Higher Path,8/15/2022,Aug,$1.08
5222,The Higher Path,8/17/2022,Aug,$720.00
5223,The Higher Path,8/31/2022,Aug,$840.00
5224,The Higher Path,9/7/2022,Sep,($91.80)
5225,The Higher Path,9/20/2022,Sep,$216.00
5226,The Higher Path,9/30/2022,Sep,"$2,748.24"
5227,The Higher Path,10/12/2022,Oct,$0.26
5228,The Higher Path,10/26/2022,Oct,$672.00
5229,The Hook Outlet,6/8/2022,Jun,$0.18
5230,The Kind Center,9/20/2022,Sep,$0.02
5231,The Leaf,1/14/2022,Jan,"$2,250.00"
5232,The Leaf,1/21/2022,Jan,$100.50
5233,The Leaf,1/28/2022,Jan,"$2,376.00"
5234,The Leaf,2/4/2022,Feb,$0.22
5235,The Leaf,2/11/2022,Feb,"$4,311.00"
5236,The Leaf,3/4/2022,Mar,"$3,278.21"
5237,The Leaf,3/18/2022,Mar,"$2,658.00"
5238,The Leaf,3/25/2022,Mar,$576.23
5239,The Leaf,4/1/2022,Apr,($417.55)
5240,The Leaf,4/8/2022,Apr,"$6,034.48"
5241,The Leaf,4/18/2022,Apr,$3.00
5242,The Leaf,4/29/2022,Apr,"$1,504.00"
5243,The Leaf,5/12/2022,May,"($1,225.00)"
5244,The Leaf,5/13/2022,May,"$1,644.00"
5245,The Leaf,5/20/2022,May,"$2,700.00"
5246,The Leaf,5/24/2022,May,"($1,180.00)"
5247,The Leaf,5/27/2022,May,"$1,180.00"
5248,The Leaf,6/1/2022,Jun,"($2,586.00)"
5249,The Leaf,6/3/2022,Jun,"$1,512.00"
5250,The Leaf,6/15/2022,Jun,"$2,952.00"
5251,The Leaf,6/24/2022,Jun,$432.52
5252,The Leaf,7/8/2022,Jul,"$1,008.00"
5253,The Leaf,7/22/2022,Jul,$432.00
5254,The Leaf,8/5/2022,Aug,"$1,152.00"
5255,The Leaf,8/19/2022,Aug,"$1,704.00"
5256,The Leaf,8/26/2022,Aug,$769.00
5257,The Leaf,9/2/2022,Sep,$0.66
5258,The Leaf,9/16/2022,Sep,"$2,712.00"
5259,The Leaf,9/30/2022,Sep,$0.24
5260,The Leaf,10/14/2022,Oct,$912.00
5261,The Leaf,10/24/2022,Oct,"$1,080.00"
5262,The Leaf,10/28/2022,Oct,$912.42
5263,The Leaf,11/7/2022,Nov,"$5,880.54"
5264,The Lift,1/14/2022,Jan,$528.00
5265,The Lift,1/21/2022,Jan,$120.00
5266,The Lift,1/28/2022,Jan,$108.00
5267,The Lift,2/25/2022,Feb,$72.00
5268,The Lift,3/4/2022,Mar,$0.29
5269,The Lift,3/11/2022,Mar,$46.00
5270,The Lift,3/18/2022,Mar,$228.00
5271,The Lift,4/8/2022,Apr,$132.00
5272,The Lift,4/15/2022,Apr,$36.50
5273,The Lift,4/29/2022,Apr,$36.00
5274,The Lift,5/13/2022,May,$384.30
5275,The Lift,5/20/2022,May,$144.00
5276,The Lift,6/10/2022,Jun,$72.00
5277,The Lift,6/17/2022,Jun,$168.00
5278,The Lift,6/24/2022,Jun,$48.00
5279,The Lift,7/1/2022,Jul,$240.00
5280,The Lift,7/8/2022,Jul,$96.00
5281,The Lift,7/22/2022,Jul,$144.04
5282,The Lift,7/29/2022,Jul,$192.00
5283,The Lift,8/5/2022,Aug,$216.00
5284,The Lift,8/12/2022,Aug,$48.00
5285,The Lift,8/19/2022,Aug,$96.00
5286,The Lift,8/26/2022,Aug,$0.24
5287,The Lift,9/2/2022,Sep,$120.00
5288,The Lift,9/9/2022,Sep,$288.39
5289,The Lift,10/11/2022,Oct,$336.16
5290,The Lift,10/28/2022,Oct,$168.00
5291,The Lift,11/4/2022,Nov,$364.50
5292,The Lift,11/11/2022,Nov,$96.00
5293,The Lighthouse Palm Springs,1/19/2022,Jan,$648.00
5294,The Lighthouse Palm Springs,2/2/2022,Feb,$864.00
5295,The Lighthouse Palm Springs,2/16/2022,Feb,$540.00
5296,The Lighthouse Palm Springs,3/9/2022,Mar,$990.00
5297,The Lighthouse Palm Springs,3/23/2022,Mar,"$1,126.00"
5298,The Lighthouse Palm Springs,4/20/2022,Apr,"$1,026.12"
5299,The Lighthouse Palm Springs,5/11/2022,May,$864.00
5300,The Mericana,10/13/2022,Oct,$0.03
5301,The Plant,10/11/2022,Oct,$0.26
5302,The Plant,11/8/2022,Nov,$0.11
5303,The Pottery,1/18/2022,Jan,$480.00
5304,The Pottery,2/21/2022,Feb,$486.00
5305,The Pottery,4/4/2022,Apr,$384.00
5306,The Pottery,4/18/2022,Apr,$0.25
5307,The Pottery,10/24/2022,Oct,$691.70
5308,The Pottery,11/7/2022,Nov,$0.35
5309,The Queen of Dragons,2/4/2022,Feb,$0.12
5310,The Reef,1/6/2022,Jan,$0.36
5311,The Reef,1/20/2022,Jan,$1.00
5312,The Reef,2/17/2022,Feb,$912.00
5313,The Reef,3/3/2022,Mar,$324.00
5314,The Reef,3/31/2022,Mar,$308.00
5315,The Reef,4/7/2022,Apr,$0.68
5316,The Reef,4/14/2022,Apr,$552.00
5317,The Reef,5/5/2022,May,$258.00
5318,The Reef,5/19/2022,May,$336.00
5319,The Reef,5/27/2022,May,$613.00
5320,The Reef,6/9/2022,Jun,$360.00
5321,The Reef,6/16/2022,Jun,$0.04
5322,The Reef,7/21/2022,Jul,$0.24
5323,The Reef,8/4/2022,Aug,$576.00
5324,The Reef,8/25/2022,Aug,$432.00
5325,The Reef,9/15/2022,Sep,$936.00
5326,The Reef,9/29/2022,Sep,$0.04
5327,The Reef,10/6/2022,Oct,$216.00
5328,The Reef,10/13/2022,Oct,$0.21
5329,The Reserve - La Mesa,10/11/2022,Oct,$0.01
5330,The Row House Cannabis Shoppe & Lounge,4/20/2022,Apr,$645.46
5331,The Set Reseda (Superstore),4/12/2022,Apr,$288.00
5332,The Sweet Spot,5/16/2022,May,$288.28
5333,The Sweet Spot,8/22/2022,Aug,$792.00
5334,The Sweet Spot,9/8/2022,Sep,$528.00
5335,The Sweet Spot,10/10/2022,Oct,$0.01
5336,The Woods (Erba),5/11/2022,May,$312.66
5337,The Woods (Erba),6/3/2022,Jun,$144.00
5338,The Woods (Erba),9/7/2022,Sep,$0.15
5339,The Woods (Erba),9/21/2022,Sep,"$1,488.00"
5340,The Woods (Erba),9/28/2022,Sep,$120.02
5341,The Woods (Erba),10/26/2022,Oct,$108.40
5342,Therapeutic Herbal Company LLC,3/30/2022,Mar,$0.03
5343,Tioga Green,5/23/2022,May,$0.05
5344,Token Farms,1/10/2022,Jan,$768.00
5345,Token Farms,5/9/2022,May,$228.00
5346,Token Farms,6/6/2022,Jun,$288.00
5347,Token Farms,7/11/2022,Jul,$624.00
5348,Token Farms,8/29/2022,Aug,$120.00
5349,Torrey Holistics,1/26/2022,Jan,$360.00
5350,Torrey Holistics,2/9/2022,Feb,$324.00
5351,Torrey Holistics,2/23/2022,Feb,"$1,044.00"
5352,Torrey Holistics,3/16/2022,Mar,$180.00
5353,Torrey Holistics,3/23/2022,Mar,$360.00
5354,Torrey Holistics,3/30/2022,Mar,$684.00
5355,Torrey Holistics,4/1/2022,Apr,($68.40)
5356,Torrey Holistics,4/13/2022,Apr,"$1,080.48"
5357,Torrey Holistics,5/11/2022,May,$432.00
5358,Torrey Holistics,5/25/2022,May,$972.00
5359,Torrey Holistics,6/1/2022,Jun,"$1,008.00"
5360,Torrey Holistics,6/15/2022,Jun,$864.00
5361,Torrey Holistics,7/6/2022,Jul,($775.80)
5362,Torrey Holistics,7/20/2022,Jul,$576.00
5363,Torrey Holistics,7/28/2022,Jul,($57.60)
5364,Torrey Holistics,8/3/2022,Aug,$288.00
5365,Torrey Holistics,8/10/2022,Aug,$720.00
5366,Torrey Holistics,8/17/2022,Aug,$240.00
5367,Torrey Holistics,9/7/2022,Sep,"$1,104.00"
5368,Torrey Holistics,9/15/2022,Sep,($605.00)
5369,Torrey Holistics,9/28/2022,Sep,"$1,104.00"
5370,Torrey Holistics,10/12/2022,Oct,$528.02
5371,Torrey Holistics,10/26/2022,Oct,$624.00
5372,Torrey Holistics,11/2/2022,Nov,$756.24
5373,TradeCraft - El Monte,4/15/2022,Apr,"$1,241.24"
5374,TradeCraft - El Monte,5/20/2022,May,$0.51
5375,TradeCraft - El Monte,6/3/2022,Jun,$96.00
5376,TradeCraft - El Monte,7/8/2022,Jul,$384.00
5377,TradeCraft - El Monte,7/22/2022,Jul,$0.14
5378,TradeCraft - El Monte,8/5/2022,Aug,$96.00
5379,TradeCraft - El Monte,9/23/2022,Sep,$348.00
5380,TradeCraft - El Monte,10/28/2022,Oct,$0.30
5381,TradeCraft - El Monte,11/4/2022,Nov,$0.32
5382,TradeCraft - Vista,1/20/2022,Jan,"$1,369.40"
5383,TradeCraft - Vista,2/17/2022,Feb,($90.00)
5384,TradeCraft - Vista,2/24/2022,Feb,$0.29
5385,TradeCraft - Vista,3/3/2022,Mar,$0.09
5386,TradeCraft - Vista,3/10/2022,Mar,"$1,242.68"
5387,TradeCraft - Vista,3/17/2022,Mar,$282.43
5388,TradeCraft - Vista,3/24/2022,Mar,"$1,566.72"
5389,TradeCraft - Vista,4/14/2022,Apr,$871.83
5390,TradeCraft - Vista,4/28/2022,Apr,"$4,298.30"
5391,TradeCraft - Vista,6/2/2022,Jun,$960.00
5392,TradeCraft - Vista,6/30/2022,Jun,$576.00
5393,TradeCraft - Vista,7/7/2022,Jul,"$2,232.00"
5394,TradeCraft - Vista,7/28/2022,Jul,$1.28
5395,TradeCraft - Vista,8/4/2022,Aug,"$1,584.00"
5396,TradeCraft - Vista,9/22/2022,Sep,$216.00
5397,TradeCraft - Vista,9/30/2022,Sep,($3.60)
5398,TradeCraft - Vista,10/20/2022,Oct,$864.00
5399,TradeCraft - Vista,10/27/2022,Oct,$0.78
5400,TradeCraft - Vista,11/3/2022,Nov,$0.26
5401,TradeCraft Farms - Port Hueneme,1/25/2022,Jan,$576.25
5402,TradeCraft Farms - Port Hueneme,2/22/2022,Feb,$0.17
5403,TradeCraft Farms - Port Hueneme,3/1/2022,Mar,"$1,142.09"
5404,TradeCraft Farms - Port Hueneme,3/22/2022,Mar,"$1,008.31"
5405,TradeCraft Farms - Port Hueneme,4/12/2022,Apr,$0.50
5406,TradeCraft Farms - Port Hueneme,5/3/2022,May,$390.14
5407,TradeCraft Farms - Port Hueneme,5/17/2022,May,$252.98
5408,TradeCraft Farms - Port Hueneme,6/14/2022,Jun,$144.00
5409,TradeCraft Farms - Port Hueneme,6/28/2022,Jun,$96.00
5410,TradeCraft Farms - Port Hueneme,7/12/2022,Jul,"$1,056.00"
5411,TradeCraft Farms - Port Hueneme,7/26/2022,Jul,$288.00
5412,TradeCraft Farms - Port Hueneme,8/2/2022,Aug,$0.18
5413,TradeCraft Farms - Port Hueneme,9/27/2022,Sep,$348.00
5414,TradeCraft Farms - Port Hueneme,9/30/2022,Sep,($16.50)
5415,TradeCraft Farms - Port Hueneme,10/25/2022,Oct,$312.58
5416,TradeCraft Farms - Port Hueneme,11/8/2022,Nov,$0.20
5417,Traditional - Olympic,4/6/2022,Apr,$324.00
5418,Traditional - Olympic,5/25/2022,May,$144.00
5419,Traditional - Olympic,8/17/2022,Aug,$96.00
5420,Traditional - Pico,5/19/2022,May,$216.00
5421,Traditional - Pico,8/17/2022,Aug,$192.00
5422,TreeHouse,1/5/2022,Jan,$180.00
5423,TreeHouse,1/19/2022,Jan,$216.13
5424,TreeHouse,1/26/2022,Jan,$216.00
5425,TreeHouse,2/2/2022,Feb,$216.00
5426,TreeHouse,2/9/2022,Feb,$36.00
5427,TreeHouse,2/16/2022,Feb,$171.00
5428,TreeHouse,2/23/2022,Feb,$36.00
5429,TreeHouse,3/2/2022,Mar,$252.53
5430,TreeHouse,3/9/2022,Mar,$460.02
5431,TreeHouse,3/16/2022,Mar,$154.00
5432,TreeHouse,3/23/2022,Mar,$144.00
5433,TreeHouse,3/30/2022,Mar,$180.75
5434,TreeHouse,4/6/2022,Apr,$216.00
5435,TreeHouse,4/13/2022,Apr,$325.18
5436,TreeHouse,4/27/2022,Apr,$216.00
5437,TreeHouse,5/4/2022,May,$264.00
5438,TreeHouse,5/11/2022,May,$180.00
5439,TreeHouse,5/18/2022,May,$108.00
5440,TreeHouse,5/25/2022,May,$180.00
5441,TreeHouse,5/27/2022,May,($36.00)
5442,TreeHouse,6/1/2022,Jun,$240.00
5443,TreeHouse,6/8/2022,Jun,$288.00
5444,TreeHouse,6/15/2022,Jun,$288.00
5445,TreeHouse,6/22/2022,Jun,$336.00
5446,TreeHouse,6/29/2022,Jun,$144.26
5447,TreeHouse,6/30/2022,Jun,($12.00)
5448,TreeHouse,7/8/2022,Jul,$480.00
5449,TreeHouse,7/13/2022,Jul,$96.00
5450,TreeHouse,7/20/2022,Jul,$528.06
5451,TreeHouse,7/27/2022,Jul,$144.07
5452,TreeHouse,8/3/2022,Aug,$240.04
5453,TreeHouse,8/10/2022,Aug,$288.00
5454,TreeHouse,8/17/2022,Aug,$288.00
5455,TreeHouse,8/24/2022,Aug,$288.06
5456,TreeHouse,8/31/2022,Aug,$384.00
5457,TreeHouse,9/7/2022,Sep,$240.00
5458,TreeHouse,9/14/2022,Sep,$96.00
5459,TreeHouse,9/21/2022,Sep,$336.00
5460,TreeHouse,9/28/2022,Sep,$144.00
5461,TreeHouse,10/3/2022,Oct,($15.00)
5462,TreeHouse,10/12/2022,Oct,$384.03
5463,TreeHouse,10/19/2022,Oct,$240.00
5464,TreeHouse,10/26/2022,Oct,$192.16
5465,TreeHouse,11/2/2022,Nov,$0.17
5466,TreeHouse,11/3/2022,Nov,$192.00
5467,Trees of Echo Park,1/10/2022,Jan,$72.00
5468,Trees of Echo Park,1/31/2022,Jan,$132.00
5469,Trees of Echo Park,2/28/2022,Feb,$108.00
5470,Trees of Echo Park,3/28/2022,Mar,$120.00
5471,Trees of Echo Park,5/9/2022,May,$60.00
5472,Trees of Echo Park,6/21/2022,Jun,$120.00
5473,Trees of Echo Park,8/22/2022,Aug,$144.00
5474,Trees of Echo Park,9/12/2022,Sep,$96.00
5475,Trees of Echo Park,10/10/2022,Oct,$240.01
5476,Trees of Echo Park,10/24/2022,Oct,$36.00
5477,Trees of Echo Park,11/7/2022,Nov,$0.03
5478,Triple C Collective,10/12/2022,Oct,$0.05
5479,ULBP - Bay Park,1/12/2022,Jan,"$1,524.00"
5480,ULBP - Bay Park,1/19/2022,Jan,"$1,020.00"
5481,ULBP - Bay Park,1/26/2022,Jan,"$1,104.00"
5482,ULBP - Bay Park,2/2/2022,Feb,"$2,364.00"
5483,ULBP - Bay Park,2/23/2022,Feb,"$1,320.00"
5484,ULBP - Bay Park,3/2/2022,Mar,$486.00
5485,ULBP - Bay Park,3/9/2022,Mar,"$1,044.00"
5486,ULBP - Bay Park,3/16/2022,Mar,"$1,554.00"
5487,ULBP - Bay Park,4/1/2022,Apr,$912.00
5488,ULBP - Bay Park,4/6/2022,Apr,$282.00
5489,ULBP - Bay Park,4/13/2022,Apr,$852.00
5490,ULBP - Bay Park,4/19/2022,Apr,$714.00
5491,ULBP - Bay Park,4/27/2022,Apr,$432.00
5492,ULBP - Bay Park,5/6/2022,May,"$1,746.00"
5493,ULBP - Bay Park,5/18/2022,May,"$2,136.00"
5494,ULBP - Bay Park,6/8/2022,Jun,"$3,146.12"
5495,ULBP - Bay Park,6/29/2022,Jun,"$1,474.00"
5496,ULBP - Bay Park,7/27/2022,Jul,"$1,254.00"
5497,ULBP - Bay Park,8/10/2022,Aug,$0.04
5498,ULBP - Bay Park,8/17/2022,Aug,$528.00
5499,ULBP - Bay Park,9/21/2022,Sep,"$1,276.00"
5500,ULBP - Bay Park,10/12/2022,Oct,$836.00
5501,ULBP - Bay Park,10/26/2022,Oct,$836.00
5502,ULBP - Bay Park,11/9/2022,Nov,$944.00
5503,ULBP - Grossmont,3/22/2022,Mar,$528.00
5504,ULBP - Grossmont,4/7/2022,Apr,$72.00
5505,ULBP - Grossmont,4/26/2022,Apr,$108.00
5506,ULBP - Grossmont,5/31/2022,May,$144.00
5507,ULBP - Grossmont,7/26/2022,Jul,$528.00
5508,ULBP - Grover Beach,1/25/2022,Jan,$432.00
5509,ULBP - Grover Beach,2/8/2022,Feb,$858.00
5510,ULBP - Grover Beach,2/22/2022,Feb,$216.00
5511,ULBP - Grover Beach,3/1/2022,Mar,$714.00
5512,ULBP - Grover Beach,5/31/2022,May,"$1,248.00"
5513,ULBP - Grover Beach,7/26/2022,Jul,$198.00
5514,ULBP - Grover Beach,8/16/2022,Aug,$462.00
5515,ULBP - Grover Beach,11/8/2022,Nov,$460.00
5516,ULBP - La Mesa,1/4/2022,Jan,$564.00
5517,ULBP - La Mesa,1/11/2022,Jan,$504.00
5518,ULBP - La Mesa,2/22/2022,Feb,$270.00
5519,ULBP - La Mesa,3/22/2022,Mar,$156.00
5520,ULBP - La Mesa,3/29/2022,Mar,$108.00
5521,ULBP - La Mesa,4/12/2022,Apr,$72.00
5522,ULBP - La Mesa,4/19/2022,Apr,$60.00
5523,ULBP - La Mesa,4/26/2022,Apr,$36.00
5524,ULBP - La Mesa,5/3/2022,May,$132.00
5525,ULBP - La Mesa,5/10/2022,May,$324.00
5526,ULBP - La Mesa,5/31/2022,May,"$1,782.00"
5527,ULBP - San Jose,3/9/2022,Mar,$318.00
5528,ULBP - San Jose,3/16/2022,Mar,$120.00
5529,ULBP - San Jose,4/27/2022,Apr,$180.00
5530,ULBP - San Jose,11/2/2022,Nov,$264.00
5531,ULBP - San Ysidro,2/25/2022,Feb,$162.00
5532,ULBP - San Ysidro,5/20/2022,May,$132.00
5533,ULBP - San Ysidro,6/3/2022,Jun,$418.00
5534,ULBP - Seaside,2/3/2022,Feb,$366.00
5535,ULBP - Seaside,2/24/2022,Feb,$396.00
5536,ULBP - Seaside,3/31/2022,Mar,$96.00
5537,ULBP - Seaside,4/21/2022,Apr,$120.00
5538,ULBP - Seaside,5/5/2022,May,$120.00
5539,ULBP - Seaside,5/19/2022,May,$594.00
5540,ULBP - Seaside,7/26/2022,Jul,$660.00
5541,ULBP - Vista,1/13/2022,Jan,$324.00
5542,ULBP - Vista,1/20/2022,Jan,$324.00
5543,ULBP - Vista,2/3/2022,Feb,$108.00
5544,ULBP - Vista,2/17/2022,Feb,$216.00
5545,ULBP - Vista,2/24/2022,Feb,$510.00
5546,ULBP - Vista,3/10/2022,Mar,$222.00
5547,ULBP - Vista,3/17/2022,Mar,$498.00
5548,ULBP - Vista,3/24/2022,Mar,$168.00
5549,ULBP - Vista,4/7/2022,Apr,$240.00
5550,ULBP - Vista,4/28/2022,Apr,$132.00
5551,ULBP - Vista,5/5/2022,May,$168.00
5552,ULBP - Vista,5/12/2022,May,$108.00
5553,ULBP - Vista,5/19/2022,May,$798.00
5554,ULBP - Vista,6/2/2022,Jun,"$1,188.00"
5555,ULBP - Vista,6/23/2022,Jun,$858.00
5556,ULBP - Vista,7/21/2022,Jul,$330.00
5557,ULBP - Vista,11/10/2022,Nov,$548.00
5558,Union Station,4/8/2022,Apr,$108.12
5559,Union Station,4/19/2022,Apr,$480.00
5560,Union Station,4/27/2022,Apr,$0.60
5561,United Growers,10/10/2022,Oct,$0.05
5562,Universal Herbal Center (Pineapple Express Distro),4/22/2022,Apr,$714.00
5563,Universal Herbal Center (Pineapple Express Distro),5/25/2022,May,$192.00
5564,Universal Herbal Center (Pineapple Express Distro),7/13/2022,Jul,"$1,152.00"
5565,Universal Herbal Center (Pineapple Express Distro),7/27/2022,Jul,"$1,080.12"
5566,Universal Herbal Center (Pineapple Express Distro),8/10/2022,Aug,$1.28
5567,Universal Herbal Center (Pineapple Express Distro),8/24/2022,Aug,$288.00
5568,Urbana - Geary,1/5/2022,Jan,"$1,200.00"
5569,Urbana - Geary,1/6/2022,Jan,$324.00
5570,Urbana - Geary,1/20/2022,Jan,$648.00
5571,Urbana - Geary,2/3/2022,Feb,$864.00
5572,Urbana - Geary,2/17/2022,Feb,"$1,008.00"
5573,Urbana - Geary,2/24/2022,Feb,$360.00
5574,Urbana - Geary,3/10/2022,Mar,$576.00
5575,Urbana - Geary,3/17/2022,Mar,$576.00
5576,Urbana - Geary,3/31/2022,Mar,$972.00
5577,Urbana - Geary,4/7/2022,Apr,"$2,827.75"
5578,Urbana - Geary,4/14/2022,Apr,$396.00
5579,Urbana - Geary,4/28/2022,Apr,$360.00
5580,Urbana - Geary,5/5/2022,May,$324.00
5581,Urbana - Geary,5/12/2022,May,$324.00
5582,Urbana - Geary,5/19/2022,May,$408.00
5583,Urbana - Geary,5/26/2022,May,$972.00
5584,Urbana - Geary,6/2/2022,Jun,$144.00
5585,Urbana - Geary,6/6/2022,Jun,($612.00)
5586,Urbana - Geary,6/9/2022,Jun,$432.00
5587,Urbana - Geary,6/30/2022,Jun,$288.00
5588,Urbana - Geary,7/7/2022,Jul,$576.00
5589,Urbana - Geary,7/14/2022,Jul,$480.00
5590,Urbana - Geary,7/21/2022,Jul,$144.00
5591,Urbana - Geary,7/28/2022,Jul,"$2,088.00"
5592,Urbana - Geary,8/4/2022,Aug,$0.90
5593,Urbana - Geary,8/18/2022,Aug,$288.00
5594,Urbana - Geary,9/1/2022,Sep,"$1,224.00"
5595,Urbana - Geary,9/15/2022,Sep,"$1,080.00"
5596,Urbana - Geary,9/22/2022,Sep,$936.00
5597,Urbana - Geary,9/29/2022,Sep,$288.00
5598,Urbana - Geary,10/13/2022,Oct,$288.00
5599,Urbana - Geary,10/20/2022,Oct,$684.00
5600,Urbana - Geary,10/27/2022,Oct,$864.03
5601,Urbana - Geary,11/3/2022,Nov,"$1,656.02"
5602,Urbana - Mission,1/4/2022,Jan,"$1,194.00"
5603,Urbana - Mission,1/11/2022,Jan,$216.00
5604,Urbana - Mission,1/18/2022,Jan,$252.00
5605,Urbana - Mission,1/25/2022,Jan,$144.00
5606,Urbana - Mission,2/8/2022,Feb,$204.00
5607,Urbana - Mission,2/15/2022,Feb,$468.00
5608,Urbana - Mission,2/22/2022,Feb,$252.00
5609,Urbana - Mission,3/8/2022,Mar,$288.00
5610,Urbana - Mission,3/15/2022,Mar,$354.00
5611,Urbana - Mission,3/22/2022,Mar,$360.00
5612,Urbana - Mission,3/29/2022,Mar,$162.00
5613,Urbana - Mission,4/5/2022,Apr,$192.00
5614,Urbana - Mission,4/12/2022,Apr,$222.75
5615,Urbana - Mission,4/19/2022,Apr,$396.00
5616,Urbana - Mission,5/3/2022,May,$402.00
5617,Urbana - Mission,5/10/2022,May,$300.00
5618,Urbana - Mission,5/17/2022,May,$180.00
5619,Urbana - Mission,5/24/2022,May,$342.00
5620,Urbana - Mission,6/6/2022,Jun,($380.00)
5621,Urbana - Mission,6/7/2022,Jun,$864.00
5622,Urbana - Mission,6/14/2022,Jun,$264.00
5623,Urbana - Mission,6/21/2022,Jun,$480.00
5624,Urbana - Mission,6/28/2022,Jun,$624.00
5625,Urbana - Mission,7/19/2022,Jul,$408.00
5626,Urbana - Mission,7/26/2022,Jul,$216.00
5627,Urbana - Mission,8/2/2022,Aug,$144.00
5628,Urbana - Mission,8/9/2022,Aug,$936.00
5629,Urbana - Mission,8/16/2022,Aug,$192.00
5630,Urbana - Mission,8/23/2022,Aug,$144.00
5631,Urbana - Mission,8/30/2022,Aug,$432.49
5632,Urbana - Mission,9/6/2022,Sep,$264.00
5633,Urbana - Mission,9/20/2022,Sep,$480.00
5634,Urbana - Mission,9/27/2022,Sep,"$1,032.00"
5635,Urbana - Mission,10/18/2022,Oct,$432.00
5636,Urbana - Mission,11/1/2022,Nov,$96.00
5637,Urbana - Mission,11/8/2022,Nov,$264.00
5638,Urbana - SoMa,6/14/2022,Jun,"$1,368.22"
5639,Valley Health Options Collective,6/3/2022,Jun,$0.02
5640,Velvet,1/4/2022,Jan,$600.00
5641,Velvet,1/11/2022,Jan,$568.00
5642,Velvet,1/18/2022,Jan,$732.00
5643,Velvet,1/25/2022,Jan,$924.00
5644,Velvet,2/1/2022,Feb,$444.00
5645,Velvet,2/8/2022,Feb,$552.00
5646,Velvet,2/15/2022,Feb,$696.00
5647,Velvet,2/22/2022,Feb,$504.00
5648,Velvet,3/1/2022,Mar,$624.00
5649,Velvet,3/8/2022,Mar,"$1,388.00"
5650,Velvet,3/15/2022,Mar,$936.00
5651,Velvet,3/22/2022,Mar,"$1,002.00"
5652,Velvet,3/23/2022,Mar,($36.00)
5653,Velvet,3/30/2022,Mar,$459.00
5654,Velvet,4/5/2022,Apr,$756.00
5655,Velvet,4/12/2022,Apr,"$1,050.00"
5656,Velvet,4/19/2022,Apr,$882.00
5657,Velvet,4/27/2022,Apr,$432.00
5658,Velvet,5/3/2022,May,"$2,256.00"
5659,Velvet,5/10/2022,May,"$2,822.00"
5660,Velvet,5/17/2022,May,"$1,788.00"
5661,Velvet,5/24/2022,May,"$1,014.00"
5662,Velvet,5/26/2022,May,($727.20)
5663,Velvet,5/31/2022,May,$720.00
5664,Velvet,6/7/2022,Jun,"$1,800.00"
5665,Velvet,6/14/2022,Jun,$360.00
5666,Velvet,6/22/2022,Jun,$144.00
5667,Velvet,6/28/2022,Jun,"$1,056.00"
5668,Velvet,7/12/2022,Jul,"$1,224.00"
5669,Velvet,7/19/2022,Jul,$936.44
5670,Velvet,7/26/2022,Jul,$864.00
5671,Velvet,8/2/2022,Aug,$864.00
5672,Velvet,8/9/2022,Aug,"$1,272.00"
5673,Velvet,8/16/2022,Aug,"$1,392.00"
5674,Velvet,8/23/2022,Aug,$528.00
5675,Velvet,8/30/2022,Aug,$648.00
5676,Velvet,9/6/2022,Sep,$576.00
5677,Velvet,9/7/2022,Sep,($330.00)
5678,Velvet,9/13/2022,Sep,$600.00
5679,Velvet,9/20/2022,Sep,$600.00
5680,Velvet,9/27/2022,Sep,$660.00
5681,Velvet,10/4/2022,Oct,$432.40
5682,Velvet,10/11/2022,Oct,"$1,104.00"
5683,Velvet,10/18/2022,Oct,$816.00
5684,Velvet,10/25/2022,Oct,$588.00
5685,Velvet,11/1/2022,Nov,$720.05
5686,Velvet,11/8/2022,Nov,$984.05
5687,Velvet Eagle Rock,4/15/2022,Apr,"$1,194.00"
5688,Velvet Eagle Rock,5/4/2022,May,$918.00
5689,Velvet Eagle Rock,5/11/2022,May,"$1,584.90"
5690,Velvet Eagle Rock,5/18/2022,May,"$1,020.00"
5691,Velvet Eagle Rock,5/26/2022,May,($51.94)
5692,Velvet Eagle Rock,9/7/2022,Sep,($33.00)
5693,Velvet Eagle Rock,9/22/2022,Sep,$144.00
5694,Velvet Eagle Rock,9/29/2022,Sep,$109.64
5695,Velvet Eagle Rock,10/6/2022,Oct,$288.20
5696,Velvet Eagle Rock,10/20/2022,Oct,($92.40)
5697,Velvet Eagle Rock,10/27/2022,Oct,$288.00
5698,Velvet Eagle Rock,11/3/2022,Nov,$288.00
5699,Verde +,7/6/2022,Jul,$144.00
5700,Verde +,7/15/2022,Jul,$0.12
5701,WAVVY USA LLC,11/3/2022,Nov,$0.02
5702,Weed Dash Inc,6/28/2022,Jun,$192.00
5703,Wellgreens - Flora Verde,10/6/2022,Oct,$0.02
5704,Wellgreens - Jungle Boys San Diego,4/7/2022,Apr,$856.00
