,0,1,2,3
479,Big Sur Cannabotanicals,10/25/2022,Oct,$216.00
480,Big Sur Cannabotanicals,11/1/2022,Nov,$432.04
481,Big Sur Cannabotanicals,11/8/2022,Nov,$288.00
482,Blaze1 - Dunsmuir,6/10/2022,Jun,$0.03
483,Blaze1 - Dunsmuir,9/16/2022,Sep,$0.03
484,Blazed Utopia,1/24/2022,Jan,$288.00
485,Blazed Utopia,4/14/2022,Apr,$192.08
486,Blazed Utopia,6/23/2022,Jun,$72.00
487,Blum - The Spot - Halladay,11/2/2022,Nov,$243.00
488,Boca del Rio Agriculture LLC,3/3/2022,Mar,"($2,437.60)"
489,Boca del Rio Agriculture LLC,3/8/2022,Mar,($438.90)
490,BoRu Co,1/19/2022,Jan,$144.00
491,BoRu Co,2/23/2022,Feb,$734.30
492,BoRu Co,3/30/2022,Mar,$72.00
493,BoRu Co,4/13/2022,Apr,$72.00
494,BoRu Co,5/11/2022,May,$432.00
495,BoRu Co,6/8/2022,Jun,$408.13
496,BoRu Co,7/15/2022,Jul,$635.15
497,BoRu Co,8/3/2022,Aug,$168.00
498,BoRu Co,8/12/2022,Aug,$648.00
499,BoRu Co,9/23/2022,Sep,"$1,068.02"
500,BoRu Co,10/24/2022,Oct,$96.00
501,BoRu Co,11/9/2022,Nov,$0.03
502,Boutiq (Primetime Cap),2/10/2022,Feb,$241.50
503,Boutiq (Primetime Cap),3/8/2022,Mar,$288.00
504,Boutiq (Primetime Cap),3/24/2022,Mar,$180.00
505,Boutiq (Primetime Cap),4/12/2022,Apr,$0.30
506,Boutiq (Primetime Cap),4/15/2022,Apr,$408.00
507,Bud Brothers,5/13/2022,May,$0.03
508,Budega - Westwood,5/19/2022,May,$612.00
509,Budega - Westwood,11/10/2022,Nov,$864.00
510,Budoloigy,3/3/2022,Mar,$264.00
511,Budoloigy,3/24/2022,Mar,$144.00
512,Budoloigy,5/5/2022,May,$72.00
513,Budoloigy,6/2/2022,Jun,$648.00
514,Budoloigy,8/4/2022,Aug,$288.00
515,Buds and Roses,6/2/2022,Jun,$120.00
516,Buds and Roses,6/23/2022,Jun,$888.00
517,Buds and Roses,7/21/2022,Jul,$144.00
518,Buds and Roses,8/18/2022,Aug,$192.00
519,Buds and Roses,8/25/2022,Aug,$0.18
520,Buds and Roses,10/27/2022,Oct,$96.01
521,Budz Deli SFV,11/1/2022,Nov,$0.01
522,Butter,11/9/2022,Nov,$0.12
523,Buzz Delivery,1/26/2022,Jan,$576.64
524,Cal Green,9/26/2022,Sep,"$1,008.00"
525,Cal Street Cannabis - California,1/4/2022,Jan,$144.00
526,Cal Street Cannabis - California,1/11/2022,Jan,$144.00
527,Cal Street Cannabis - California,1/25/2022,Jan,$144.00
528,Cal Street Cannabis - California,2/1/2022,Feb,$216.00
529,Cal Street Cannabis - California,2/8/2022,Feb,$72.00
530,Cal Street Cannabis - California,2/15/2022,Feb,$144.00
531,Cal Street Cannabis - California,2/22/2022,Feb,$36.00
532,Cal Street Cannabis - California,3/1/2022,Mar,$108.00
533,Cal Street Cannabis - California,3/8/2022,Mar,$108.00
534,Cal Street Cannabis - California,3/15/2022,Mar,$270.00
535,Cal Street Cannabis - California,3/22/2022,Mar,$144.00
536,Cal Street Cannabis - California,4/5/2022,Apr,$108.00
537,Cal Street Cannabis - California,4/12/2022,Apr,$36.00
538,Cal Street Cannabis - California,4/19/2022,Apr,$72.00
539,Cal Street Cannabis - California,4/26/2022,Apr,$144.00
540,Cal Street Cannabis - California,5/3/2022,May,$72.00
541,Cal Street Cannabis - California,5/10/2022,May,$36.00
542,Cal Street Cannabis - California,5/17/2022,May,$144.00
543,Cal Street Cannabis - California,5/24/2022,May,$216.00
544,Cal Street Cannabis - California,6/7/2022,Jun,$144.00
545,Cal Street Cannabis - California,6/28/2022,Jun,$288.00
546,Cal Street Cannabis - California,7/12/2022,Jul,$96.00
547,Cal Street Cannabis - California,7/19/2022,Jul,$216.00
548,Cal Street Cannabis - California,8/2/2022,Aug,$144.00
549,Cal Street Cannabis - California,8/16/2022,Aug,$48.00
550,Cal Street Cannabis - California,8/23/2022,Aug,$96.00
551,Cal Street Cannabis - California,8/30/2022,Aug,$144.00
552,Cal Street Cannabis - California,9/13/2022,Sep,$96.00
553,Cal Street Cannabis - California,9/20/2022,Sep,$144.00
554,Cal Street Cannabis - California,9/27/2022,Sep,$216.00
555,Cal Street Cannabis - California,10/11/2022,Oct,$288.00
556,Cal Street Cannabis - California,11/1/2022,Nov,$48.00
557,Cal Street Cannabis - California,11/8/2022,Nov,$432.00
558,Cal Street Cannabis - Clement,1/6/2022,Jan,$156.00
559,Cal Street Cannabis - Clement,1/13/2022,Jan,$132.00
560,Cal Street Cannabis - Clement,1/27/2022,Jan,$72.00
561,Cal Street Cannabis - Clement,2/17/2022,Feb,$72.00
562,Cal Street Cannabis - Clement,3/3/2022,Mar,$144.00
563,Cal Street Cannabis - Clement,3/17/2022,Mar,$108.00
564,Cal Street Cannabis - Clement,3/24/2022,Mar,$36.00
565,Cal Street Cannabis - Clement,3/31/2022,Mar,$72.00
566,Cal Street Cannabis - Clement,4/7/2022,Apr,$108.00
567,Cal Street Cannabis - Clement,4/21/2022,Apr,$540.00
568,Cal Street Cannabis - Clement,4/28/2022,Apr,$132.00
569,Cal Street Cannabis - Clement,5/5/2022,May,$36.00
570,Cal Street Cannabis - Clement,5/12/2022,May,$9.00
571,Cal Street Cannabis - Clement,5/19/2022,May,$72.00
572,Cal Street Cannabis - Clement,5/26/2022,May,$96.00
573,Cal Street Cannabis - Clement,6/2/2022,Jun,$192.00
574,Cal Street Cannabis - Clement,6/9/2022,Jun,$144.00
575,Cal Street Cannabis - Clement,6/16/2022,Jun,$48.00
576,Cal Street Cannabis - Clement,6/30/2022,Jun,$528.00
577,Cal Street Cannabis - Clement,8/4/2022,Aug,$144.00
578,Cal Street Cannabis - Clement,8/11/2022,Aug,$144.00
579,Cal Street Cannabis - Clement,8/18/2022,Aug,$240.00
580,Cal Street Cannabis - Clement,9/1/2022,Sep,$192.00
581,Cal Street Cannabis - Clement,9/8/2022,Sep,$432.00
582,Cal Street Cannabis - Clement,9/15/2022,Sep,$48.00
583,Cal Street Cannabis - Clement,9/22/2022,Sep,$192.00
584,Cal Street Cannabis - Clement,9/29/2022,Sep,$96.00
585,Cal Street Cannabis - Clement,10/13/2022,Oct,$384.00
586,Cal Street Cannabis - Clement,10/24/2022,Oct,$192.00
587,Cal Street Cannabis - Clement,11/3/2022,Nov,$168.04
588,Calaveras Little Trees,4/20/2022,Apr,$120.00
589,Calaveras Little Trees,7/13/2022,Jul,$240.00
590,Calaveras Little Trees,8/24/2022,Aug,$240.00
591,Calaveras Little Trees,10/19/2022,Oct,$103.71
592,Cali Gold Delivery,10/28/2022,Oct,$0.03
593,California Alternative Caregivers,9/26/2022,Sep,$0.04
594,California Alternative Caregivers,10/31/2022,Oct,$0.01
595,California Artisanal Medicine dba CAM Delivery,6/7/2022,Jun,$0.05
596,Caliva - SJ2,1/14/2022,Jan,"$2,898.00"
597,Caliva - SJ2,1/28/2022,Jan,"$2,604.00"
598,Caliva - SJ2,3/11/2022,Mar,"$6,090.00"
599,Caliva - SJ2,3/17/2022,Mar,"($1,049.70)"
600,Caliva - SJ2,3/25/2022,Mar,"$15,012.00"
601,Caliva - SJ2,6/3/2022,Jun,"$8,976.00"
602,Caliva - SJ2,6/17/2022,Jun,"$3,006.00"
603,Caliva - SJ2,6/24/2022,Jun,$684.00
604,Caliva - SJ2,6/29/2022,Jun,"$3,024.00"
605,Caliva - SJ2,7/1/2022,Jul,"$1,188.00"
606,Caliva - SJ2,7/22/2022,Jul,"$4,158.00"
607,Caliva - SJ2,9/14/2022,Sep,"$4,716.00"
608,Caliva - SJ2,9/28/2022,Sep,"$3,240.00"
609,Calwave Enterprises Inc,1/5/2022,Jan,$72.00
610,Calwave Enterprises Inc,1/12/2022,Jan,"$1,440.00"
611,Calwave Enterprises Inc,1/19/2022,Jan,"$2,269.00"
612,Calwave Enterprises Inc,1/26/2022,Jan,$433.00
613,Calwave Enterprises Inc,2/21/2022,Feb,"$1,728.00"
614,Calwave Enterprises Inc,2/23/2022,Feb,$216.00
615,Calwave Enterprises Inc,3/2/2022,Mar,"$1,944.00"
616,Calwave Enterprises Inc,3/9/2022,Mar,$504.60
617,Calwave Enterprises Inc,3/14/2022,Mar,$3.08
618,Calwave Enterprises Inc,3/23/2022,Mar,$552.00
619,Calwave Enterprises Inc,3/30/2022,Mar,$866.00
620,Calwave Enterprises Inc,4/6/2022,Apr,$108.00
621,Calwave Enterprises Inc,4/13/2022,Apr,$864.00
622,Calwave Enterprises Inc,4/27/2022,Apr,"$1,368.00"
623,Calwave Enterprises Inc,5/4/2022,May,$552.00
624,Calwave Enterprises Inc,5/18/2022,May,"$1,656.96"
625,Calwave Enterprises Inc,6/15/2022,Jun,"$3,773.00"
626,Calwave Enterprises Inc,6/22/2022,Jun,"$1,232.00"
627,Calwave Enterprises Inc,6/30/2022,Jun,$1.00
628,Calwave Enterprises Inc,7/6/2022,Jul,"$2,046.00"
629,Calwave Enterprises Inc,7/13/2022,Jul,"$1,584.00"
630,Calwave Enterprises Inc,7/20/2022,Jul,$396.00
631,Calwave Enterprises Inc,7/27/2022,Jul,$550.30
632,Calwave Enterprises Inc,8/10/2022,Aug,$705.00
633,Calwave Enterprises Inc,8/24/2022,Aug,"$1,408.00"
634,Calwave Enterprises Inc,8/31/2022,Aug,"$1,166.00"
635,Calwave Enterprises Inc,9/12/2022,Sep,$440.00
636,Calwave Enterprises Inc,9/22/2022,Sep,$198.00
637,Calwave Enterprises Inc,9/28/2022,Sep,$199.40
638,Calwave Enterprises Inc,10/5/2022,Oct,$880.00
639,Calwave Enterprises Inc,10/12/2022,Oct,$264.00
640,Calwave Enterprises Inc,10/19/2022,Oct,$132.00
641,Calwave Enterprises Inc,10/26/2022,Oct,$176.00
642,Calwave Enterprises Inc,11/2/2022,Nov,$396.13
643,Calwave Enterprises Inc,11/9/2022,Nov,$220.00
644,Canna Car,10/4/2022,Oct,$0.04
645,Canna Car,11/8/2022,Nov,$0.02
646,Canna-Couriers,7/1/2022,Jul,$0.02
647,Cannablue,1/14/2022,Jan,$460.60
648,Cannablue,1/29/2022,Jan,($201.07)
649,Cannablue,2/25/2022,Feb,$252.00
650,Cannablue,3/25/2022,Mar,"$2,276.22"
651,Cannablue,7/1/2022,Jul,"$2,448.00"
652,Cannablue,9/9/2022,Sep,"$4,440.00"
653,Cannablue,10/7/2022,Oct,$0.02
654,Cannavine,6/8/2022,Jun,$0.04
655,Canntinas Group,5/16/2022,May,"$1,920.00"
656,Canntinas Group,6/27/2022,Jun,$648.00
657,Canntinas Group,9/7/2022,Sep,$216.00
658,Canntinas Group,10/17/2022,Oct,$216.00
659,Canntinas Group,11/8/2022,Nov,$220.50
660,Canopy Club,1/10/2022,Jan,$144.01
661,Canopy Club,1/18/2022,Jan,$72.00
662,Canopy Club,1/24/2022,Jan,$108.00
663,Canopy Club,1/31/2022,Jan,$108.00
664,Canopy Club,2/7/2022,Feb,$108.04
665,Canopy Club,2/14/2022,Feb,$180.00
666,Canopy Club,2/21/2022,Feb,$108.00
667,Canopy Club,3/14/2022,Mar,$288.00
668,Canopy Club,3/28/2022,Mar,$288.00
669,Canopy Club,4/4/2022,Apr,$108.00
670,Canopy Club,4/25/2022,Apr,$144.00
671,Canopy Club,5/9/2022,May,$252.00
672,Canopy Club,6/6/2022,Jun,$48.00
673,Canopy Club,6/13/2022,Jun,$288.02
674,Canopy Club,7/5/2022,Jul,$288.00
675,Canopy Club,7/11/2022,Jul,$48.00
676,Canopy Club,8/1/2022,Aug,$48.00
677,Canopy Club,8/8/2022,Aug,$144.00
678,Canopy Club,8/23/2022,Aug,$144.00
679,Canopy Club,8/29/2022,Aug,$312.00
680,Canopy Club,9/19/2022,Sep,$192.00
681,Canopy Club,10/3/2022,Oct,$144.00
682,Canopy Club,10/17/2022,Oct,$528.00
683,Captain Jacks,1/11/2022,Jan,$288.00
684,Captain Jacks,1/25/2022,Jan,"$1,008.00"
685,Captain Jacks,2/16/2022,Feb,$720.00
686,Captain Jacks,2/22/2022,Feb,$576.00
687,Captain Jacks,3/1/2022,Mar,$180.00
688,Captain Jacks,3/8/2022,Mar,$360.00
689,Captain Jacks,3/29/2022,Mar,"$1,440.00"
690,Captain Jacks,4/26/2022,Apr,$360.00
691,Captain Jacks,5/17/2022,May,$540.00
692,Captain Jacks,6/7/2022,Jun,"$2,400.00"
693,Captain Jacks,7/12/2022,Jul,$960.00
694,Captain Jacks,7/21/2022,Jul,"$1,920.00"
695,Captain Jacks,7/26/2022,Jul,$480.00
696,Captain Jacks,8/29/2022,Aug,$960.00
697,Captain Jacks,9/2/2022,Sep,$480.00
698,Captain Jacks,9/19/2022,Sep,$960.00
699,Captain Jacks,10/3/2022,Oct,$720.00
700,Captain Jacks,10/24/2022,Oct,$480.00
701,Catalyst - Bellflower,3/17/2022,Mar,$0.62
702,Catalyst - Bellflower,3/24/2022,Mar,$156.00
703,Catalyst - Bellflower,6/9/2022,Jun,$216.00
704,Catalyst - Bellflower,8/25/2022,Aug,$264.00
705,Catalyst - Bellflower,10/6/2022,Oct,$384.00
706,Catalyst - Belmont Shore,3/17/2022,Mar,$0.34
707,Catalyst - Belmont Shore,3/24/2022,Mar,$196.00
708,Catalyst - Belmont Shore,7/14/2022,Jul,$240.00
709,Catalyst - Belmont Shore,10/13/2022,Oct,$408.00
710,Catalyst - Cherry,3/17/2022,Mar,$0.50
711,Catalyst - Cherry,8/25/2022,Aug,$408.00
712,Catalyst - DTLB-Pine,3/3/2022,Mar,$46.00
713,Catalyst - DTLB-Pine,3/17/2022,Mar,$0.38
714,Catalyst - DTLB-Pine,3/24/2022,Mar,$96.00
715,Catalyst - DTLB-Pine,6/9/2022,Jun,$216.00
716,Catalyst - DTLB-Pine,7/14/2022,Jul,$240.00
717,Catalyst - DTLB-Pine,8/25/2022,Aug,$600.00
718,Catalyst - DTLB-Pine,10/27/2022,Oct,$408.00
719,Catalyst - Eastside,3/17/2022,Mar,$0.44
720,Catalyst - El Monte,3/3/2022,Mar,$60.00
721,Catalyst - El Monte,3/17/2022,Mar,$0.34
722,Catalyst - El Monte,7/22/2022,Jul,$240.00
723,Catalyst - Florence,3/21/2022,Mar,$0.30
724,Catalyst - Florence,8/29/2022,Aug,$192.00
725,Catalyst - Hemet,7/14/2022,Jul,$480.00
726,Catalyst - Marina,3/17/2022,Mar,$0.20
727,Catalyst - Marina,7/14/2022,Jul,$192.00
728,Catalyst - Normandie,10/10/2022,Oct,$336.00
729,Catalyst - Palm Desert,3/9/2022,Mar,$394.00
730,Catalyst - Pomona,2/11/2022,Feb,$240.00
731,Catalyst - Pomona,3/17/2022,Mar,$0.50
732,Catalyst - Pomona,6/10/2022,Jun,$216.00
733,Catalyst - Pomona,7/15/2022,Jul,$576.00
734,Catalyst - Pomona,8/26/2022,Aug,$216.00
735,Catalyst - Pomona,9/16/2022,Sep,$384.00
736,Catalyst - San Bernardino,6/14/2022,Jun,$216.00
737,Catalyst - Santa Ana,3/2/2022,Mar,$262.00
738,Catalyst - Santa Ana,3/16/2022,Mar,$0.46
739,Catalyst - Santa Ana,3/23/2022,Mar,$36.00
740,Catalyst - Santa Ana,4/22/2022,Apr,$1.50
741,Catalyst - Santa Ana,6/8/2022,Jun,$216.00
742,Catalyst - Santa Ana,7/13/2022,Jul,$480.00
743,Catalyst - Santa Ana,8/24/2022,Aug,$216.00
744,Catalyst - Santa Ana,10/12/2022,Oct,$0.01
745,Catalyst - Santa Ana,10/26/2022,Oct,$360.00
746,CBCB - Cannabis Buyers Club of Berkeley,10/27/2022,Oct,$0.02
747,CC101,1/6/2022,Jan,$72.12
748,CC101,1/10/2022,Jan,$144.00
749,CC101,1/24/2022,Jan,$36.00
750,CC101,1/31/2022,Jan,$72.00
751,CC101,2/21/2022,Feb,$36.00
752,CC101,2/28/2022,Feb,$36.00
753,CC101,3/21/2022,Mar,$72.00
754,CC101,3/28/2022,Mar,$36.00
755,CC101,4/4/2022,Apr,$36.00
756,CC101,4/25/2022,Apr,$36.00
757,CC101,7/5/2022,Jul,$144.00
758,CC101,8/1/2022,Aug,$48.00
759,CC101,8/8/2022,Aug,$48.00
760,CC101,9/12/2022,Sep,$96.00
761,CC101,9/26/2022,Sep,$108.24
762,CC101,10/24/2022,Oct,$48.00
763,CC101,11/7/2022,Nov,$112.83
764,CCA California Caregivers Alliance,2/2/2022,Feb,$576.00
765,CCA California Caregivers Alliance,2/23/2022,Feb,$504.00
766,CCA California Caregivers Alliance,3/23/2022,Mar,$688.00
767,CCA California Caregivers Alliance,4/8/2022,Apr,$504.00
768,CCA California Caregivers Alliance,6/9/2022,Jun,$816.10
769,CCA California Caregivers Alliance,7/13/2022,Jul,"$1,632.00"
770,CCA California Caregivers Alliance,8/10/2022,Aug,"$1,512.00"
771,CCA California Caregivers Alliance,10/5/2022,Oct,$744.00
772,CCA California Caregivers Alliance,10/19/2022,Oct,$0.02
773,CCA California Caregivers Alliance,11/9/2022,Nov,$0.05
774,Charlie Mike Inc.,2/23/2022,Feb,$324.00
775,Charlie Mike Inc.,3/16/2022,Mar,$292.00
776,Charlie Mike Inc.,4/6/2022,Apr,$154.00
777,Charlie Mike Inc.,5/12/2022,May,$576.00
778,Charlie Mike Inc.,8/17/2022,Aug,$288.00
779,Charlie Mike Inc.,8/31/2022,Aug,$144.00
780,Charlie Mike Inc.,9/21/2022,Sep,$192.00
781,Charlie Mike Inc.,10/12/2022,Oct,$576.00
782,Charlie Mike Inc.,10/19/2022,Oct,$0.43
783,Charlie Mike Inc.,11/2/2022,Nov,$528.00
784,City Cannabis,3/17/2022,Mar,$432.00
785,Cloud 9 (INACTIVE),1/4/2022,Jan,$36.12
786,Cloud 9 (INACTIVE),1/11/2022,Jan,$0.00
787,Cloud 9 (INACTIVE),1/18/2022,Jan,$96.00
788,Cloud 9 (INACTIVE),1/24/2022,Jan,$36.00
789,Cloud 9 (INACTIVE),2/28/2022,Feb,$36.00
790,Cloud 9 (INACTIVE),3/21/2022,Mar,$144.00
791,Cloud 9 (INACTIVE),3/28/2022,Mar,$36.00
792,"Cloverdale Wellness, LLC",1/19/2022,Jan,$36.00
793,"Cloverdale Wellness, LLC",3/16/2022,Mar,$36.00
794,"Cloverdale Wellness, LLC",4/13/2022,Apr,$72.00
795,"Cloverdale Wellness, LLC",5/25/2022,May,$72.00
796,"Cloverdale Wellness, LLC",6/8/2022,Jun,$96.00
797,"Cloverdale Wellness, LLC",7/20/2022,Jul,$240.00
798,"Cloverdale Wellness, LLC",10/12/2022,Oct,$96.01
799,Coachella Greenery,4/8/2022,Apr,$54.00
800,Coachella Greenery,5/27/2022,May,$72.00
801,Coachella Greenery,10/14/2022,Oct,$216.00
802,Coast to Coast,3/15/2022,Mar,"($2,240.28)"
803,Coast to Coast,4/22/2022,Apr,"($2,830.00)"
804,Coastal - Santa Barbara,2/28/2022,Feb,$648.00
805,Coastal - Santa Barbara,5/2/2022,May,"$1,188.00"
806,Coastal - Santa Barbara,5/31/2022,May,$756.00
807,Coastal - Santa Barbara,6/6/2022,Jun,"$1,152.00"
808,Coastal - Santa Barbara,7/5/2022,Jul,$192.00
809,Coastal - Stockton,3/2/2022,Mar,$144.00
810,Coastal - Vallejo,3/4/2022,Mar,$144.00
811,Coastal - Vallejo,4/29/2022,Apr,$216.00
812,Coastal - Vallejo,6/10/2022,Jun,$144.00
813,Coastal - West LA,3/1/2022,Mar,$144.00
814,Coastal - West LA,6/7/2022,Jun,$480.00
815,Coastal - West LA,6/28/2022,Jun,$240.00
816,Coastal - West LA,8/30/2022,Aug,$0.72
817,Coastal - West LA,9/1/2022,Sep,$0.72
818,Coastal Delivery - San Luis Obispo,3/1/2022,Mar,$144.00
819,Coastal Delivery - Santa Barbara,2/28/2022,Feb,$144.00
820,Coastal Delivery - Santa Barbara,5/2/2022,May,$108.00
821,Coastal Delivery - Santa Barbara,5/31/2022,May,$216.00
822,Coastal Delivery - Santa Barbara,6/7/2022,Jun,$48.00
823,Coastal Wellness,1/20/2022,Jan,$144.26
824,Coastal Wellness,1/27/2022,Jan,$594.00
825,Coastal Wellness,2/17/2022,Feb,$240.00
826,Coastal Wellness,3/3/2022,Mar,$312.00
827,Coastal Wellness,3/11/2022,Mar,$0.14
828,Coastal Wellness,3/17/2022,Mar,$978.18
829,Coastal Wellness,3/31/2022,Mar,$268.12
830,Coastal Wellness,4/28/2022,Apr,$788.18
831,Coastal Wellness,5/26/2022,May,$765.18
832,Coastal Wellness,6/16/2022,Jun,$216.00
833,Coastal Wellness,6/30/2022,Jun,"$1,320.28"
834,Coastal Wellness,7/28/2022,Jul,$864.27
835,Coastal Wellness,8/4/2022,Aug,$0.41
836,Coastal Wellness,8/25/2022,Aug,$432.00
837,Coastal Wellness,9/29/2022,Sep,"$1,296.05"
838,Coastal Wellness,10/13/2022,Oct,$0.01
839,Coastal Wellness,10/27/2022,Oct,$96.00
840,Community Gardens - EAP,2/22/2022,Feb,$0.16
841,Community Gardens - EAP,3/1/2022,Mar,$0.02
842,Community Gardens - EAP,3/29/2022,Mar,$0.04
843,Community Gardens - EAP,4/26/2022,Apr,$1.04
844,Community Gardens - EAP,5/17/2022,May,$0.59
845,Community Gardens - EAP,7/26/2022,Jul,$0.14
846,Community Gardens - EAP,8/2/2022,Aug,$0.49
847,Community Gardens - EAP,8/16/2022,Aug,$0.02
848,Community Gardens - EAP,9/20/2022,Sep,$0.08
849,Community Gardens - EAP,9/27/2022,Sep,$0.35
850,Community Gardens - EAP,10/11/2022,Oct,$0.15
851,Compassionate Bay Delivery CBD,1/6/2022,Jan,$100.03
852,Compassionate Bay Delivery CBD,1/20/2022,Jan,$444.00
853,Compassionate Bay Delivery CBD,3/24/2022,Mar,$300.00
854,Compassionate Bay Delivery CBD,7/14/2022,Jul,$528.00
855,Connected - Sacramento,9/22/2022,Sep,$9.00
856,Connected - Sacramento,11/10/2022,Nov,$0.04
857,Connected - SF,11/3/2022,Nov,$0.02
858,Conscious Consulting and Yoga Inc.,5/16/2022,May,$0.05
859,Conscious Consulting and Yoga Inc.,5/31/2022,May,$252.16
860,Conscious Consulting and Yoga Inc.,6/27/2022,Jun,"$1,008.00"
861,Conscious Consulting and Yoga Inc.,7/18/2022,Jul,$0.20
862,Conscious Consulting and Yoga Inc.,8/1/2022,Aug,$0.24
863,Conscious Consulting and Yoga Inc.,8/22/2022,Aug,$72.00
864,Conscious Consulting and Yoga Inc.,9/26/2022,Sep,$48.00
865,Conscious Consulting and Yoga Inc.,10/17/2022,Oct,$312.00
866,Conscious Consulting and Yoga Inc.,10/31/2022,Oct,$72.00
867,Conscious Consulting and Yoga Inc.,11/7/2022,Nov,$0.02
868,Cookies - Antioch,1/4/2022,Jan,$730.00
869,Cookies - Antioch,3/1/2022,Mar,$240.16
870,Cookies - Antioch,3/8/2022,Mar,$144.00
871,Cookies - Antioch,4/19/2022,Apr,$241.20
872,Cookies - Antioch,4/29/2022,Apr,$0.14
873,Cookies - Antioch,6/21/2022,Jun,$576.00
874,Cookies - Antioch,7/19/2022,Jul,$0.54
875,Cookies - Antioch,8/23/2022,Aug,$432.00
876,Cookies - Antioch,9/20/2022,Sep,$108.00
877,Cookies - Antioch,10/25/2022,Oct,$231.02
878,Cookies - Antioch,11/1/2022,Nov,$0.45
879,Cookies - Berners on Haight,1/6/2022,Jan,$0.44
880,Cookies - Berners on Haight,1/20/2022,Jan,$864.81
881,Cookies - Berners on Haight,3/3/2022,Mar,$864.66
882,Cookies - Berners on Haight,4/14/2022,Apr,$578.30
883,Cookies - Berners on Haight,5/19/2022,May,$300.90
884,Cookies - Berners on Haight,6/9/2022,Jun,$720.00
885,Cookies - Berners on Haight,7/14/2022,Jul,$480.00
886,Cookies - Berners on Haight,7/21/2022,Jul,$240.00
887,Cookies - Berners on Haight,8/25/2022,Aug,$864.00
888,Cookies - Berners on Haight,9/15/2022,Sep,$528.00
889,Cookies - Berners on Haight,10/6/2022,Oct,$336.00
890,Cookies - Berners on Haight,10/27/2022,Oct,$336.00
891,Cookies - Brentwood,8/30/2022,Aug,"$1,080.60"
892,Cookies - Brentwood,9/20/2022,Sep,$0.54
893,Cookies - Brentwood,10/25/2022,Oct,$0.66
894,Cookies - Brentwood,11/8/2022,Nov,$0.45
895,Cookies - Coalinga,3/1/2022,Mar,$0.24
896,Cookies - Hayward,2/28/2022,Feb,$360.29
897,Cookies - Hayward,3/7/2022,Mar,$144.00
898,Cookies - Hayward,4/18/2022,Apr,$601.80
899,Cookies - Hayward,4/25/2022,Apr,$144.00
900,Cookies - Hayward,6/17/2022,Jun,$216.00
901,Cookies - Hayward,7/5/2022,Jul,$432.00
902,Cookies - Hayward,7/18/2022,Jul,$0.54
903,Cookies - Hayward,9/19/2022,Sep,$792.31
904,Cookies - Hayward,10/3/2022,Oct,$216.00
905,Cookies - Hayward,10/24/2022,Oct,$0.94
906,Cookies - Hayward,10/31/2022,Oct,$0.45
907,Cookies - La Mesa,3/1/2022,Mar,$666.30
908,Cookies - La Mesa,3/8/2022,Mar,$216.00
909,Cookies - La Mesa,4/19/2022,Apr,$301.80
910,Cookies - La Mesa,4/27/2022,Apr,$0.18
911,Cookies - La Mesa,7/19/2022,Jul,$0.54
912,Cookies - La Mesa,8/9/2022,Aug,$288.00
913,Cookies - La Mesa,9/20/2022,Sep,$144.00
914,Cookies - La Mesa,10/25/2022,Oct,$163.90
915,Cookies - La Mesa,11/8/2022,Nov,$0.45
916,Cookies - Merced,2/25/2022,Feb,$0.36
917,Cookies - Merced,4/22/2022,Apr,$313.20
918,Cookies - Merced,4/29/2022,Apr,$0.14
919,Cookies - Merced,7/29/2022,Jul,$432.00
920,Cookies - Merced,8/12/2022,Aug,$0.36
921,Cookies - Merced,9/23/2022,Sep,$108.00
922,Cookies - Merced,10/21/2022,Oct,$87.08
923,Cookies - Merced,11/11/2022,Nov,$0.45
924,Cookies - Modesto,3/2/2022,Mar,$702.32
925,Cookies - Modesto,3/9/2022,Mar,$216.00
926,Cookies - Modesto,4/18/2022,Apr,$613.80
927,Cookies - Modesto,4/27/2022,Apr,$0.17
928,Cookies - Modesto,7/6/2022,Jul,$648.00
929,Cookies - Modesto,7/20/2022,Jul,$0.54
930,Cookies - Modesto,9/14/2022,Sep,$432.00
931,Cookies - Modesto,9/21/2022,Sep,$216.00
932,Cookies - Modesto,10/19/2022,Oct,$154.30
933,Cookies - Modesto,11/2/2022,Nov,$0.45
934,Cookies - Napa,6/17/2022,Jun,$216.24
935,Cookies - Napa,7/15/2022,Jul,$0.54
936,Cookies - Napa,7/22/2022,Jul,$288.00
937,Cookies - Napa,9/16/2022,Sep,$72.00
938,Cookies - Napa,9/23/2022,Sep,$108.00
939,Cookies - Napa,10/21/2022,Oct,$0.52
940,Cookies - Napa,10/28/2022,Oct,$216.00
941,Cookies - Napa,11/4/2022,Nov,$0.45
942,Cookies - San Bernardino,3/1/2022,Mar,$0.40
943,Cookies - San Bernardino,4/28/2022,Apr,$433.34
944,Cookies - San Bernardino,6/21/2022,Jun,$360.00
945,Cookies - San Bernardino,7/18/2022,Jul,$288.54
946,Cookies - San Bernardino,9/19/2022,Sep,$504.00
947,Cookies - San Bernardino,11/7/2022,Nov,$88.75
948,Cookies - Union City (Lemonnade),5/18/2022,May,$684.36
949,Cookies - Union City (Lemonnade),7/20/2022,Jul,$0.54
950,Cookies - Union City (Lemonnade),8/10/2022,Aug,$216.00
951,Cookies - Union City (Lemonnade),9/14/2022,Sep,$144.00
952,Cookies - Union City (Lemonnade),9/21/2022,Sep,$216.00
953,Cookies - Union City (Lemonnade),10/19/2022,Oct,$403.82
