Door,Account,Invoice #,Order Date,Status,Day,Week,Month,Quarter,Year,Deal?,SKU,Implied,Discount,Order,# Units,Gross Sales,Net Sales,$ Credit,Net Sales,$ Free,$ Discount,$ Promo
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,Promo,Lemon Lavender 8oz Single,$0.01,,$0.01,200,-- ,$2.00,-- ,$2.00,-- ,-- ,($298)
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,Promo,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,200,-- ,$2.00,-- ,$2.00,-- ,-- ,($298)
Essence Rainbow,GTI,19037,4/21/21,Delivered,4/27/21,17,4,2,2021,Promo,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,200,-- ,$2.00,-- ,$2.00,-- ,-- ,($298)
Essence Henderson,GTI,19039,4/21/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
Essence Henderson,GTI,19039,4/21/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Essence Henderson,GTI,19039,4/21/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
Essence Henderson,GTI,19039,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,25,$75.00,$75.00,-- ,$75.00,-- ,-- ,-- 
Essence Henderson,GTI,19039,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,40,$280.00,$280.00,-- ,$280.00,-- ,-- ,-- 
Essence Tropicana,GTI,19040,4/21/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,45,$405.00,$405.00,-- ,$405.00,-- ,-- ,-- 
Essence Tropicana,GTI,19040,4/21/21,Delivered,4/27/21,17,4,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Essence Tropicana,GTI,19040,4/21/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
Essence Tropicana,GTI,19040,4/21/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,55,$385.00,$385.00,-- ,$385.00,-- ,-- ,-- 
Essence Strip,GTI,19044,4/5/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,15,$105.00,$105.00,-- ,$105.00,-- ,-- ,-- 
Essence Strip,GTI,19044,4/5/21,Delivered,4/27/21,17,4,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,35,$105.00,$105.00,-- ,$105.00,-- ,-- ,-- 
Essence Strip,GTI,19044,4/5/21,Delivered,4/27/21,17,4,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,15,$135.00,$135.00,-- ,$135.00,-- ,-- ,-- 
Vegas Treehouse,Vegas Treehouse,19066,4/22/21,Delivered,4/27/21,17,4,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,18,$162.00,$162.00,-- ,$162.00,-- ,-- ,-- 
