Door,Account,Invoice #,Order Date,Status,Day,Week,Month,Quarter,Year,Deal?,SKU,Implied,Discount,Order,# Units,Gross Sales,Net Sales,$ Credit,Net Sales,$ Free,$ Discount,$ Promo
Vegas Treehouse,Vegas Treehouse,19656,6/7/21,Delivered,6/10/21,23,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,48,$72.00,$0.48,-- ,$0.48,($72),-- ,-- 
Vegas Treehouse,Vegas Treehouse,19656,6/7/21,Delivered,6/10/21,23,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,48,$72.00,$0.48,-- ,$0.48,($72),-- ,-- 
Thrive North Las Vegas,Thrive,19657,6/7/21,Delivered,6/10/21,23,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,50,$350.00,$350.00,-- ,$350.00,-- ,-- ,-- 
Thrive North Las Vegas,Thrive,19657,6/7/21,Delivered,6/10/21,23,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,,$0.01,7,-- ,$0.07,-- ,$0.07,-- ,-- ,($63)
Thrive North Las Vegas,Thrive,19657,6/7/21,Delivered,6/11/21,23,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,7,-- ,$0.07,-- ,$0.07,-- ,-- ,($63)
The Dispensary Henderson,The Dispensary,19680,6/7/21,Delivered,6/11/21,23,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,49,$441.00,$441.00,-- ,$441.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,19680,6/7/21,Delivered,6/11/21,23,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,47,$423.00,$423.00,-- ,$423.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,19680,6/7/21,Delivered,6/11/21,23,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,25,$225.00,$225.00,-- ,$225.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,19680,6/7/21,Delivered,6/11/21,23,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,12,$84.00,$84.00,-- ,$84.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,19680,6/7/21,Delivered,6/11/21,23,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,28,$84.00,$84.00,-- ,$84.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,19646,6/7/21,Delivered,6/14/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,68,$612.00,$612.00,-- ,$612.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,19646,6/7/21,Delivered,6/14/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,68,$612.00,$612.00,-- ,$612.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,19646,6/7/21,Delivered,6/14/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,68,$612.00,$612.00,-- ,$612.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,19646,6/7/21,Delivered,6/14/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,120,$840.00,$840.00,-- ,$840.00,-- ,-- ,-- 
Reef Dispensaries,Reef Dispensaries,19646,6/7/21,Delivered,6/14/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,168,$504.00,$504.00,-- ,$504.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,60,$540.00,$540.00,-- ,$540.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,40,$120.00,$120.00,-- ,$120.00,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,B. Sample,Ginger Lemongrass 12oz Single,$0.01,,$0.01,144,$432.00,$1.44,-- ,$1.44,-- ,-- ,-- 
Apothecarium,Apothecarium,,6/10/21,Delivered,6/15/21,24,6,2,2021,B. Sample,Ginger Lemongrass 8oz 4pk,$0.01,,$0.01,100,$700.00,$1.00,-- ,$1.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,10,$90.00,$90.00,-- ,$90.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,,$0.01,10,-- ,$0.10,-- ,$0.10,-- ,-- ,($90)
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,,$0.01,10,-- ,$0.10,-- ,$0.10,-- ,-- ,($90)
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,Promo,Grapefruit Rosemary 8oz 6pk,$0.01,,$0.01,5,-- ,$0.05,-- ,$0.05,-- ,-- ,($45)
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,12,$84.00,$84.00,-- ,$84.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,48,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,B. Sample,Ginger Lemongrass 12oz Single,$0.01,,$0.01,48,$144.00,$0.48,-- ,$0.48,-- ,-- ,-- 
Wallflower,Wallflower,,6/10/21,Delivered,6/15/21,24,6,2,2021,B. Sample,Ginger Lemongrass 8oz 4pk,$0.01,,$0.01,24,$168.00,$0.24,-- ,$0.24,-- ,-- ,-- 
NeWe,NeWe,,6/10/21,Delivered,6/16/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$8.10,$8.10,40,$360.00,$324.00,-- ,$324.00,-- ,($36),-- 
NeWe,NeWe,,6/10/21,Delivered,6/16/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$8.10,$8.10,40,$360.00,$324.00,-- ,$324.00,-- ,($36),-- 
NeWe,NeWe,,6/10/21,Delivered,6/16/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$8.10,$8.10,40,$360.00,$324.00,-- ,$324.00,-- ,($36),-- 
NeWe,NeWe,,6/10/21,Delivered,6/16/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,$5.95,$5.95,72,$504.00,$428.40,-- ,$428.40,-- ,($76),-- 
NeWe,NeWe,,6/10/21,Delivered,6/16/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,$2.55,$2.55,288,$864.00,$734.40,-- ,$734.40,-- ,($130),-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,12,$108.00,$108.00,-- ,$108.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,28,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,42,$294.00,$294.00,-- ,$294.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,72,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,120,$180.00,$1.20,-- ,$1.20,($179),-- ,-- 
Essence Tropicana,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,96,$144.00,$0.96,-- ,$0.96,($143),-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,52,$468.00,$468.00,-- ,$468.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,176,$528.00,$528.00,-- ,$528.00,-- ,-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,288,$432.00,$2.88,-- ,$2.88,($429),-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
Essence Rainbow,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,72,$108.00,$0.72,-- ,$0.72,($107),-- ,-- 
Essence Henderson,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,64,$576.00,$576.00,-- ,$576.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,72,$648.00,$648.00,-- ,$648.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,36,$252.00,$252.00,-- ,$252.00,-- ,-- ,-- 
Essence Henderson,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,48,$72.00,$0.48,-- ,$0.48,($72),-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,12,$108.00,$108.00,-- ,$108.00,-- ,-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,24,$216.00,$216.00,-- ,$216.00,-- ,-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,12,$108.00,$108.00,-- ,$108.00,-- ,-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,192,$288.00,$1.92,-- ,$1.92,($286),-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,168,$252.00,$1.68,-- ,$1.68,($250),-- ,-- 
Essence Durango,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,80,$720.00,$720.00,-- ,$720.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,72,$648.00,$648.00,-- ,$648.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,12,$108.00,$108.00,-- ,$108.00,-- ,-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,144,$216.00,$1.44,-- ,$1.44,($215),-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,120,$180.00,$1.20,-- ,$1.20,($179),-- ,-- 
Rise Spanish Springs,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,24,$36.00,$0.24,-- ,$0.24,($36),-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,48,$432.00,$432.00,-- ,$432.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,44,$396.00,$396.00,-- ,$396.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,36,$324.00,$324.00,-- ,$324.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,24,$168.00,$168.00,-- ,$168.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,120,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Lemon Lavender 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Blood Orange Cardamom 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
Rise Carson City,GTI,,6/14/21,Delivered,6/17/21,24,6,2,2021,Free,Grapefruit Rosemary 8oz Single,$0.01,,$0.01,216,$324.00,$2.16,-- ,$2.16,($322),-- ,-- 
The Source Henderson,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Source Henderson,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Source Henderson,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,30,$270.00,$270.00,-- ,$270.00,-- ,-- ,-- 
The Source Henderson,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,B. Sample,Ginger Lemongrass 12oz Single,$0.01,,$0.01,48,$144.00,$0.48,-- ,$0.48,-- ,-- ,-- 
The Source Rainbow,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
The Source Rainbow,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
The Source Rainbow,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,55,$495.00,$495.00,-- ,$495.00,-- ,-- ,-- 
The Source Rainbow,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,20,$60.00,$60.00,-- ,$60.00,-- ,-- ,-- 
The Source Rainbow,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,B. Sample,Ginger Lemongrass 12oz Single,$0.01,,$0.01,48,$144.00,$0.48,-- ,$0.48,-- ,-- ,-- 
The Source NLV,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,20,$180.00,$180.00,-- ,$180.00,-- ,-- ,-- 
The Source NLV,The Source,,6/14/21,Delivered,6/17/21,24,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,20,$60.00,$60.00,-- ,$60.00,-- ,-- ,-- 
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/14/21,Delivered,6/18/21,24,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,$5.40,$5.40,6,-- ,$32.40,-- ,$32.40,-- ,$32,($54)
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/14/21,Delivered,6/18/21,24,6,2,2021,Promo,Grapefruit Rosemary 8oz 6pk,$0.01,$5.40,$5.40,4,-- ,$21.60,-- ,$21.60,-- ,$22,($36)
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/14/21,Delivered,6/18/21,24,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,$5.40,$5.40,6,-- ,$32.40,-- ,$32.40,-- ,$32,($54)
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/14/21,Delivered,6/18/21,24,6,2,2021,Promo,Ginger Lemongrass 8oz 4pk,$0.01,$4.20,$4.20,8,-- ,$33.60,-- ,$33.60,-- ,$34,($56)
Jenny's Dispensary North Las Vegas,Jenny's Dispensary,,6/14/21,Delivered,6/18/21,24,6,2,2021,Promo,Ginger Lemongrass 12oz Single,$0.01,$1.80,$1.80,12,-- ,$21.60,-- ,$21.60,-- ,$21,($36)
Las Vegas ReLeaf,Las Vegas Releaf,19678,6/10/21,Delivered,6/21/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,19678,6/10/21,Delivered,6/21/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,40,$360.00,$360.00,-- ,$360.00,-- ,-- ,-- 
Las Vegas ReLeaf,Las Vegas Releaf,19678,6/10/21,Delivered,6/21/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,,$9.00,16,$144.00,$144.00,-- ,$144.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,6,$54.00,$54.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,3,$27.00,$27.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,20,$140.00,$140.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,26,$78.00,$78.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,Promo,Lemon Lavender 8oz 6pk,$0.01,$6.30,$6.30,20,-- ,$126.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,Promo,Blood Orange Cardamom 8oz 6pk,$0.01,$6.30,$6.30,20,-- ,$126.00,,,,,
The Dispensary Las Vegas,The Dispensary,,6/20/21,Delivered,6/23/21,25,6,2,2021,Promo,Ginger Lemongrass 8oz 4pk,$0.01,$6.30,$6.30,20,-- ,$126.00,,,,,
Mynt Downtown,Mynt,,6/20/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,27,$243.00,$243.00,-- ,$243.00,-- ,-- ,-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,9,$81.00,$81.00,-- ,$81.00,-- ,-- ,-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,15,$105.00,$105.00,-- ,$105.00,-- ,-- ,-- 
Mynt Downtown,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,26,$78.00,$78.00,-- ,$78.00,-- ,-- ,-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,4,$36.00,$36.00,-- ,$36.00,-- ,-- ,-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,4,$36.00,$36.00,-- ,$36.00,-- ,-- ,-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,18,$126.00,$126.00,-- ,$126.00,-- ,-- ,-- 
Mynt North,Mynt,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,8,$24.00,$24.00,-- ,$24.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,3,$27.00,$27.00,-- ,$27.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,,$9.00,6,$54.00,$54.00,-- ,$54.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,20,$140.00,$140.00,-- ,$140.00,-- ,-- ,-- 
The Dispensary Las Vegas,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,26,$78.00,$78.00,-- ,$78.00,-- ,-- ,-- 
The Dispensary Eastern,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Eastern,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Blood Orange Cardamom 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Eastern,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Grapefruit Rosemary 8oz 6pk,$9.00,$6.30,$6.30,20,$180.00,$126.00,-- ,$126.00,-- ,($54),-- 
The Dispensary Eastern,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 8oz 4pk,$7.00,,$7.00,9,$63.00,$63.00,-- ,$63.00,-- ,-- ,-- 
The Dispensary Eastern,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Ginger Lemongrass 12oz Single,$3.00,,$3.00,11,$33.00,$33.00,-- ,$33.00,-- ,-- ,-- 
The Dispensary Henderson,The Dispensary,,6/21/21,Delivered,6/23/21,25,6,2,2021,,Lemon Lavender 8oz 6pk,$9.00,,$9.00,31,$279.00,$279.00,-- ,$279.00,-- ,-- ,-- 
